trade_num,side,entry_price,exit_price,realized_pnl,commissions
399,FLAT,118299.98999999999,118123.01,-10.77 USD,['9.07 USD']
400,FLAT,117675.45999999999,118420.0,-1.92 USD,['9.08 USD']
401,FLAT,115882.18,115409.94,-13.64 USD,['9.03 USD']
402,FLAT,113993.56000000001,113886.37000000001,-10.07 USD,['9.01 USD']
403,FLAT,113201.01000000001,113719.99,-3.87 USD,['9.02 USD']
404,FLAT,114128.26999999999,113955.69,-10.67 USD,['8.97 USD']
405,FLAT,114302.3,114095.93,-10.97 USD,['8.95 USD']
406,FLAT,114804.62000000001,114434.65,-12.51 USD,['8.91 USD']
407,FLAT,114778.5,114459.93,-11.98 USD,['8.89 USD']
408,FLAT,114913.88,114913.89,-8.88 USD,['8.88 USD']
409,FLAT,115325.88,115105.95,-10.95 USD,['8.84 USD']
410,FLAT,114960.03,114725.74,-11.06 USD,['8.81 USD']
411,FLAT,113989.91,113650.14,-12.06 USD,['8.78 USD']
412,FLAT,114071.99,113882.86,-10.58 USD,['8.76 USD']
413,FLAT,115187.96,115007.48000000001,-10.44 USD,['8.73 USD']
414,FLAT,114988.54000000001,116100.01,1.77 USD,['8.76 USD']
415,FLAT,116896.0,116878.05,-8.89 USD,['8.72 USD']
416,FLAT,117125.0,116763.59,-12.05 USD,['8.69 USD']
417,FLAT,116970.0,116858.64,-9.70 USD,['8.67 USD']
418,FLAT,117155.65000000001,116982.12,-10.24 USD,['8.64 USD']
419,FLAT,117510.87,117233.11,-11.16 USD,['8.61 USD']
420,FLAT,116934.37000000001,117638.95,-2.15 USD,['8.62 USD']
421,FLAT,118460.0,118465.31000000001,-8.55 USD,['8.60 USD']
422,FLAT,118990.36,121294.79000000001,12.09 USD,['8.66 USD']
423,FLAT,119515.98999999999,118742.52,-15.53 USD,['8.57 USD']
424,FLAT,119769.05,119412.45,-11.74 USD,['8.55 USD']
425,FLAT,120249.99,119852.03000000001,-12.05 USD,['8.52 USD']
426,FLAT,119887.98999999999,120475.14000000001,-3.31 USD,['8.52 USD']
427,FLAT,122055.17,123126.38,0.78 USD,['8.54 USD']
428,FLAT,118730.11000000002,118665.58999999998,-9.08 USD,['8.50 USD']
429,FLAT,117869.6,117645.93,-10.48 USD,['8.47 USD']
430,FLAT,117747.36,117588.43,-9.88 USD,['8.45 USD']
431,FLAT,117659.41,118109.74999999999,-4.41 USD,['8.44 USD']
432,FLAT,115820.01,116285.74,-4.21 USD,['8.44 USD']
433,FLAT,115597.53,115410.69,-10.10 USD,['8.40 USD']
434,FLAT,113609.70999999999,113490.13,-9.48 USD,['8.38 USD']
435,FLAT,114519.61,114244.87,-10.86 USD,['8.35 USD']
436,FLAT,114729.94,114445.11,-10.92 USD,['8.33 USD']
437,FLAT,112911.52,112827.62,-9.07 USD,['8.30 USD']
438,FLAT,115200.0,116532.01,3.65 USD,['8.33 USD']
439,FLAT,115325.81,115129.90000000001,-10.05 USD,['8.29 USD']
440,FLAT,115343.90000000001,115239.64,-9.20 USD,['8.27 USD']
441,FLAT,112282.56999999999,112187.84,-9.11 USD,['8.24 USD']
442,FLAT,110635.99,111168.0,-3.29 USD,['8.24 USD']
443,FLAT,111327.51,111067.75,-10.61 USD,['8.21 USD']
444,FLAT,111569.86,111677.02,-7.22 USD,['8.20 USD']
445,FLAT,112089.78,112740.01,-2.27 USD,['8.20 USD']
446,FLAT,112554.98999999999,112352.3,-10.01 USD,['8.17 USD']
447,FLAT,108590.12,108391.99,-10.00 USD,['8.14 USD']
448,FLAT,108727.25,108575.49,-9.54 USD,['8.12 USD']
449,FLAT,108768.34,108642.51,-9.27 USD,['8.10 USD']
450,FLAT,108880.89,109015.05,-6.84 USD,['8.08 USD']
451,FLAT,109099.99,108900.0,-9.90 USD,['8.05 USD']
452,FLAT,108872.71,108912.51,-7.67 USD,['8.04 USD']
453,FLAT,108436.12000000001,108545.74,-7.01 USD,['8.02 USD']
454,FLAT,109484.94,110080.01,-2.58 USD,['8.02 USD']
455,FLAT,111635.89,110953.62,-14.08 USD,['7.97 USD']
456,FLAT,111272.0,110974.56,-10.61 USD,['7.95 USD']
457,FLAT,111558.45000000001,111305.66,-10.18 USD,['7.93 USD']
458,FLAT,111312.28000000001,111169.27,-9.18 USD,['7.91 USD']
459,FLAT,111985.72,111824.01,-9.31 USD,['7.89 USD']
460,FLAT,110438.96,110451.62,-7.75 USD,['7.86 USD']
461,FLAT,111500.9,112235.56,-1.40 USD,['7.87 USD']
462,FLAT,111250.01,111080.67,-9.33 USD,['7.84 USD']
463,FLAT,110936.81999999999,110852.25,-8.57 USD,['7.82 USD']
464,FLAT,110498.79000000001,110504.15000000001,-7.75 USD,['7.80 USD']
465,FLAT,110952.77,111121.33,-6.31 USD,['7.79 USD']
466,FLAT,111403.20999999999,111123.81,-10.20 USD,['7.76 USD']
467,FLAT,111375.19,112173.91,-0.83 USD,['7.77 USD']
468,FLAT,112200.0,112593.22,-4.37 USD,['7.76 USD']
469,FLAT,111592.81,111404.4,-9.36 USD,['7.73 USD']
470,FLAT,111652.98,111407.19,-9.83 USD,['7.71 USD']
471,FLAT,112010.56999999999,113356.68,3.82 USD,['7.73 USD']
472,FLAT,113952.01999999999,113761.11,-9.30 USD,['7.69 USD']
473,FLAT,114057.84999999999,113843.02,-9.48 USD,['7.67 USD']
474,FLAT,114200.0,113992.01,-9.39 USD,['7.65 USD']
475,FLAT,114636.05,115160.63,-3.28 USD,['7.64 USD']
476,FLAT,115534.53,115771.83,-5.67 USD,['7.63 USD']
477,FLAT,116080.9,115960.77,-8.58 USD,['7.60 USD']
478,FLAT,116025.0,115838.01,-9.11 USD,['7.58 USD']
479,FLAT,115936.16,115863.33,-8.15 USD,['7.56 USD']
480,FLAT,115758.93000000001,115684.25,-8.15 USD,['7.54 USD']
481,FLAT,115899.99,115594.72,-9.99 USD,['7.51 USD']
482,FLAT,115930.59,115871.93,-7.97 USD,['7.50 USD']
483,FLAT,115267.43000000001,115209.24,-7.95 USD,['7.48 USD']
484,FLAT,115750.0,115600.0,-8.67 USD,['7.46 USD']
485,FLAT,116068.06,116516.71,-3.86 USD,['7.46 USD']
486,FLAT,117108.3,116905.54,-9.04 USD,['7.43 USD']
487,FLAT,116346.15000000001,117096.0,-1.47 USD,['7.44 USD']
488,FLAT,117386.85,117171.06999999999,-9.10 USD,['7.40 USD']
489,FLAT,117780.01,117410.47,-10.27 USD,['7.37 USD']
490,FLAT,115724.33,115690.0,-7.63 USD,['7.36 USD']
491,FLAT,116009.5,115882.81999999999,-8.34 USD,['7.34 USD']
492,FLAT,115809.5,115715.6,-8.06 USD,['7.32 USD']
493,FLAT,112791.87999999999,112738.43,-7.73 USD,['7.30 USD']
494,FLAT,113193.03,112826.49,-10.22 USD,['7.27 USD']
495,FLAT,112387.20999999999,112171.7,-8.99 USD,['7.25 USD']
496,FLAT,112570.52,113316.89,-1.26 USD,['7.26 USD']
497,FLAT,109664.29000000001,109415.6,-9.28 USD,['7.23 USD']
498,FLAT,109912.14,109535.91,-10.29 USD,['7.20 USD']
499,FLAT,109434.96,109388.12000000001,-7.56 USD,['7.18 USD']
500,FLAT,109459.45,109497.14,-6.87 USD,['7.18 USD']
501,FLAT,109639.0,111575.37999999999,8.57 USD,['7.22 USD']
502,FLAT,112006.04000000001,114185.31999999999,10.20 USD,['7.25 USD']
503,FLAT,113714.56,113813.20999999999,-6.42 USD,['7.20 USD']
504,FLAT,114549.99,114324.66,-8.94 USD,['7.17 USD']
505,FLAT,114587.5,114289.01000000001,-9.48 USD,['7.15 USD']
506,FLAT,115089.82,116768.07,5.82 USD,['7.19 USD']
507,FLAT,117741.34,118382.68999999999,-2.31 USD,['7.18 USD']
508,FLAT,118681.0,118845.48,-5.91 USD,['7.15 USD']
509,FLAT,120133.43,119563.12000000001,-11.35 USD,['7.12 USD']
510,FLAT,120393.09,120085.90999999999,-9.36 USD,['7.09 USD']
511,FLAT,120470.58,120289.0,-8.41 USD,['7.08 USD']
512,FLAT,120529.70000000001,120160.73,-9.75 USD,['7.05 USD']
513,FLAT,120835.66,122121.37,2.28 USD,['7.08 USD']
514,FLAT,122377.10999999999,122267.77,-7.83 USD,['7.04 USD']
515,FLAT,122142.20999999999,124013.40000000001,6.38 USD,['7.08 USD']
516,FLAT,123328.07999999999,123171.98999999999,-8.15 USD,['7.04 USD']
517,FLAT,124365.90999999999,125057.20000000001,-2.16 USD,['7.04 USD']
