address,coin,fill_count,signed_delta,turnover,is_frozen
0x31ca8395cf837de08b24da3f660e77761dfb974b,REZ,81,133271.0,4022.385411,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,FOGO,70,91075.0,10340.871377,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ME,92,5390.7,4730.289447,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,TAO,419,-14.808,113034.63721,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,CELO,69,25762.0,6382.205428,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,WIF,116,-7096.0,23243.84586,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,ALT,122,-1227397.0,14888.752485,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,GRASS,373,33600.1,72216.587449,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,SPX,164,-2016.9,34510.856538,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,BIGTIME,73,125265.0,3291.126023,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,BOME,18,-584964.0,965.388188,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,kSHIB,101,328727.0,11772.522953,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,GOAT,28,-10052.0,3486.065081,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,APT,169,-2554.58,32782.96139,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,PEOPLE,84,98694.0,3234.578895,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ASTER,165,-954.0,32716.28214,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,kBONK,91,170943.0,10492.506275,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ENS,36,-210.99,2087.414829,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,FET,80,-21599.0,16452.34257,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,0G,34,-2473.0,1743.5374,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,EIGEN,149,20070.79,26569.402623,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,VVV,531,-763.91,108966.26826,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,IMX,133,57141.0,15668.439852,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MORPHO,300,-1289.3,51175.68463,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,USUAL,39,-18809.0,2433.342832,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,UMA,76,2518.3,4017.38273,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,CRV,90,-3182.8,17453.043147,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,PNUT,65,5471.2,10619.759727,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,kFLOKI,62,5566.0,4132.228024,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,HYPER,86,-1247.0,3513.29112,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,CAKE,78,3825.3,6613.27088,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ZETA,47,-27021.2,3127.703559,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MEME,6,3156171.0,1614.46512,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,HBAR,88,5436.0,11322.816549,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,KAS,38,-27142.0,5467.359922,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MINA,67,-3269.0,3928.772851,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,GMT,60,-105017.0,5905.095377,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ANIME,104,-163917.0,6513.076693,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,FIL,81,-5036.8,10598.577211,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,POL,78,86075.0,14200.90404,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MELANIA,97,-575.0,2611.141361,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,AZTEC,85,96297.0,6560.000427,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,SAGA,84,-36284.1,4941.975251,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,BRETT,64,211994.0,4753.487544,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,TRB,29,-13.34,1886.12461,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MET,82,-5473.0,3582.90998,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,WCT,48,-9985.0,2181.544404,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,KAITO,110,9966.0,17895.33521,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MNT,87,2411.5,11961.48031,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,CHILLGUY,19,-92229.0,1555.634204,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,SKR,107,-1411853.0,21143.20944,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,kLUNC,91,85362.0,11668.449499,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,IO,76,-7503.5,5111.176282,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,LINEA,85,1564999.0,18154.623364,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ZORA,133,447097.0,20377.344948,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,BABY,42,-4475.0,898.001476,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,VINE,121,-148484.0,54711.722748,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,XAI,13,1885.8,764.044585,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ACE,53,1495.02,1235.711985,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,BANANA,43,271.5,2067.94304,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,RSR,17,1992952.0,3477.758166,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,NOT,15,961397.0,1358.361263,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,BLAST,9,-1138179.0,641.618988,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,HMSTR,9,2902731.0,519.428954,False
