position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-18169b05-cd72-43f8-9a21-b8c13db8e3b4,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240831-002000-BACKTEST-000-311,O-20240831-021500-BACKTEST-000-312,BUY,FLAT,0.00000000,0.03455948,1725063600000000000,2024-08-31 00:20:00+00:00,1725070500000000000,2024-08-31 02:15:00+00:00,6900000000000,59312.0,59178.99,['16.38 USD'],-0.00224,-20.98 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-9e539e40-39af-4b5d-b384-1cd2bbbd68ff,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240831-124000-BACKTEST-000-313,O-20240831-135000-BACKTEST-000-314,BUY,FLAT,0.00000000,0.03451627,1725108000000000000,2024-08-31 12:40:00+00:00,1725112200000000000,2024-08-31 13:50:00+00:00,4200000000000,59203.990000000005,59052.009999999995,['16.32 USD'],-0.00257,-21.57 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-ec9b376a-5ac1-4753-8583-2a52b6982982,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240901-182500-BACKTEST-000-315,O-20240901-211000-BACKTEST-000-316,BUY,FLAT,0.00000000,0.03480167,1725215100000000000,2024-09-01 18:25:00+00:00,1725225000000000000,2024-09-01 21:10:00+00:00,9900000000000,58532.61,58305.009999999995,['16.27 USD'],-0.00389,-24.19 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-76bac3e5-8be3-4819-8fed-2bfd36474aea,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240902-082500-BACKTEST-000-317,O-20240902-133500-BACKTEST-000-318,BUY,FLAT,0.00000000,0.03489920,1725265500000000000,2024-09-02 08:25:00+00:00,1725284100000000000,2024-09-02 13:35:00+00:00,18600000000000,58161.09,58154.74,['16.24 USD'],-0.00011,-16.46 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-ca8428ec-5a56-471b-bea6-ad95f9b7dc16,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240902-205000-BACKTEST-000-319,O-20240903-035000-BACKTEST-000-320,BUY,FLAT,0.00000000,0.03426291,1725310200000000000,2024-09-02 20:50:00+00:00,1725335400000000000,2024-09-03 03:50:00+00:00,25200000000000,59096.99,59112.009999999995,['16.20 USD'],0.00025,-15.69 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-bd06bbaf-a481-490e-aab6-16cfbb9c27ec,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240903-122000-BACKTEST-000-321,O-20240903-133000-BACKTEST-000-322,BUY,FLAT,0.00000000,0.03409849,1725366000000000000,2024-09-03 12:20:00+00:00,1725370200000000000,2024-09-03 13:30:00+00:00,4200000000000,59244.0,58861.990000000005,['16.11 USD'],-0.00645,-29.14 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-1258c4ae-7ee2-4789-9a3c-4c31f7d7c81d,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240904-145000-BACKTEST-000-323,O-20240905-020500-BACKTEST-000-324,BUY,FLAT,0.00000000,0.03503368,1725461400000000000,2024-09-04 14:50:00+00:00,1725501900000000000,2024-09-05 02:05:00+00:00,40500000000000,57413.0,57865.0,['16.16 USD'],0.00787,-0.32 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-60e2d8c5-903e-4997-87cf-a406c4a51dac,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240906-020500-BACKTEST-000-325,O-20240906-035000-BACKTEST-000-326,BUY,FLAT,0.00000000,0.03540379,1725588300000000000,2024-09-06 02:05:00+00:00,1725594600000000000,2024-09-06 03:50:00+00:00,6300000000000,56810.009999999995,56572.0,['16.06 USD'],-0.00419,-24.49 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-9376c926-84de-41ab-a09c-3305f8b13ae4,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240906-125500-BACKTEST-000-327,O-20240906-133500-BACKTEST-000-328,BUY,FLAT,0.00000000,0.03523478,1725627300000000000,2024-09-06 12:55:00+00:00,1725629700000000000,2024-09-06 13:35:00+00:00,2400000000000,56873.990000000005,56272.12,['15.95 USD'],-0.01058,-37.16 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-e0510aad-1c9e-4a2b-ba06-2db617d2ccb3,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240907-050500-BACKTEST-000-329,O-20240907-051500-BACKTEST-000-330,BUY,FLAT,0.00000000,0.03668464,1725685500000000000,2024-09-07 05:05:00+00:00,1725686100000000000,2024-09-07 05:15:00+00:00,600000000000,54322.4,54174.729999999996,['15.92 USD'],-0.00272,-21.34 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-fca271a8-e310-43de-a977-fda6bee2c513,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240907-123000-BACKTEST-000-331,O-20240907-165500-BACKTEST-000-332,BUY,FLAT,0.00000000,0.03643509,1725712200000000000,2024-09-07 12:30:00+00:00,1725728100000000000,2024-09-07 16:55:00+00:00,15900000000000,54518.76,54465.97,['15.89 USD'],-0.00097,-17.81 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-a3ec4a23-99c4-4b08-8a92-433dcda2938e,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240908-021000-BACKTEST-000-333,O-20240908-033000-BACKTEST-000-334,BUY,FLAT,0.00000000,0.03643644,1725761400000000000,2024-09-08 02:10:00+00:00,1725766200000000000,2024-09-08 03:30:00+00:00,4800000000000,54370.009999999995,54267.0,['15.83 USD'],-0.00189,-19.58 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-2158ecbb-5641-4340-953c-48b5a18da39a,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240908-045000-BACKTEST-000-335,O-20240908-054500-BACKTEST-000-336,BUY,FLAT,0.00000000,0.03621318,1725771000000000000,2024-09-08 04:50:00+00:00,1725774300000000000,2024-09-08 05:45:00+00:00,3300000000000,54543.0,54403.66,['15.78 USD'],-0.00255,-20.83 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-c007069e-6253-41cf-9466-3181e2963a2b,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240908-091000-BACKTEST-000-337,O-20240908-091500-BACKTEST-000-338,BUY,FLAT,0.00000000,0.03603212,1725786600000000000,2024-09-08 09:10:00+00:00,1725786900000000000,2024-09-08 09:15:00+00:00,300000000000,54643.66,54486.0,['15.73 USD'],-0.00289,-21.41 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-0e0c7c67-8f04-457c-93ce-38fb8a86b6af,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240908-210500-BACKTEST-000-339,O-20240908-212000-BACKTEST-000-340,BUY,FLAT,0.00000000,0.03593576,1725829500000000000,2024-09-08 21:05:00+00:00,1725830400000000000,2024-09-08 21:20:00+00:00,900000000000,54611.45,54440.0,['15.68 USD'],-0.00314,-21.84 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-5d1f5d41-c453-4922-891b-c4d26c6e9cbf,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240908-221500-BACKTEST-000-341,O-20240908-225500-BACKTEST-000-342,BUY,FLAT,0.00000000,0.03560418,1725833700000000000,2024-09-08 22:15:00+00:00,1725836100000000000,2024-09-08 22:55:00+00:00,2400000000000,54936.009999999995,54530.0,['15.59 USD'],-0.00739,-30.05 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-9eb197ba-4401-41d4-9d59-239d260f2e7e,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240909-082000-BACKTEST-000-343,O-20240909-122000-BACKTEST-000-344,BUY,FLAT,0.00000000,0.03527065,1725870000000000000,2024-09-09 08:20:00+00:00,1725884400000000000,2024-09-09 12:20:00+00:00,14400000000000,55199.990000000005,55110.77,['15.57 USD'],-0.00162,-18.72 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-6081da0e-4cb1-4c58-ac59-9651acecbb2f,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240909-135000-BACKTEST-000-345,O-20240909-141500-BACKTEST-000-346,BUY,FLAT,0.00000000,0.03488703,1725889800000000000,2024-09-09 13:50:00+00:00,1725891300000000000,2024-09-09 14:15:00+00:00,1500000000000,55646.0,55302.0,['15.49 USD'],-0.00618,-27.49 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-ae7fe950-fdf6-442f-8fc2-6dfba03f22bc,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240909-161000-BACKTEST-000-347,O-20240910-001000-BACKTEST-000-348,BUY,FLAT,0.00000000,0.03456793,1725898200000000000,2024-09-09 16:10:00+00:00,1725927000000000000,2024-09-10 00:10:00+00:00,28800000000000,55921.100000000006,56738.0,['15.58 USD'],0.01461,12.66 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-a792bd6a-e612-45af-a4ef-9bf13980d02e,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240910-072000-BACKTEST-000-349,O-20240910-130500-BACKTEST-000-350,BUY,FLAT,0.00000000,0.03391571,1725952800000000000,2024-09-10 07:20:00+00:00,1725973500000000000,2024-09-10 13:05:00+00:00,20700000000000,57108.49,56921.35,['15.47 USD'],-0.00328,-21.82 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-84b8ed41-e8db-41b3-a46e-587e72a5727f,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240910-181000-BACKTEST-000-351,O-20240911-002000-BACKTEST-000-352,BUY,FLAT,0.00000000,0.03362298,1725991800000000000,2024-09-10 18:10:00+00:00,1726014000000000000,2024-09-11 00:20:00+00:00,22200000000000,57411.09,57493.5,['15.45 USD'],0.00144,-12.68 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-2abf025e-172c-4379-a4c7-3614953365f3,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240911-121500-BACKTEST-000-353,O-20240911-123000-BACKTEST-000-354,BUY,FLAT,0.00000000,0.03386051,1726056900000000000,2024-09-11 12:15:00+00:00,1726057800000000000,2024-09-11 12:30:00+00:00,900000000000,56896.009999999995,56600.0,['15.38 USD'],-0.0052,-25.40 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-b3f3c444-f0bf-44a6-8909-e52b4d51334a,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240911-165000-BACKTEST-000-355,O-20240911-222000-BACKTEST-000-356,BUY,FLAT,0.00000000,0.03344894,1726073400000000000,2024-09-11 16:50:00+00:00,1726093200000000000,2024-09-11 22:20:00+00:00,19800000000000,57368.18,57249.590000000004,['15.34 USD'],-0.00207,-19.31 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-1190bc2d-adb1-432c-b637-c494ff4fc13b,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240912-003500-BACKTEST-000-357,O-20240912-005000-BACKTEST-000-358,BUY,FLAT,0.00000000,0.03308514,1726101300000000000,2024-09-12 00:35:00+00:00,1726102200000000000,2024-09-12 00:50:00+00:00,900000000000,57823.990000000005,57620.0,['15.28 USD'],-0.00353,-22.03 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-6d89f745-aff0-4670-a87d-94b6fb6ae127,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240912-015500-BACKTEST-000-359,O-20240912-055000-BACKTEST-000-360,BUY,FLAT,0.00000000,0.03279296,1726106100000000000,2024-09-12 01:55:00+00:00,1726120200000000000,2024-09-12 05:50:00+00:00,14100000000000,58137.740000000005,57948.18,['15.23 USD'],-0.00326,-21.45 USD,True
BTC/USD.KRAKEN-KrakenBTCUSDResearchStrategy-000-67816c1f-e96d-4007-b0b3-3f6e5781fcef,KRAKEN-BACKTEST,KrakenBTCUSDResearchStrategy-000,BTC/USD.KRAKEN,KRAKEN-001,O-20240913-102000-BACKTEST-000-361,O-20240913-115000-BACKTEST-000-362,BUY,FLAT,0.00000000,0.03266335,1726222800000000000,2024-09-13 10:20:00+00:00,1726228200000000000,2024-09-13 11:50:00+00:00,5400000000000,58171.420000000006,57994.0,['15.18 USD'],-0.00305,-20.98 USD,True
