trade_num,side,entry_price,exit_price,realized_pnl,commissions
89,FLAT,66150.24,65954.54000000001,-26.08 USD,['19.03 USD']
90,FLAT,63888.659999999996,64027.01,-13.88 USD,['19.02 USD']
91,FLAT,65606.34,65300.060000000005,-29.99 USD,['18.92 USD']
92,FLAT,65716.43,68137.2,67.74 USD,['19.24 USD']
93,FLAT,68737.35,68346.98,-32.53 USD,['19.00 USD']
94,FLAT,67927.79,67667.13,-28.04 USD,['18.94 USD']
95,FLAT,65998.04000000001,65775.8,-26.83 USD,['18.87 USD']
96,FLAT,65442.62,66303.12,12.00 USD,['18.97 USD']
97,FLAT,66923.05,66181.87,-44.90 USD,['18.77 USD']
98,FLAT,67258.81999999999,68720.01,31.62 USD,['18.75 USD']
99,FLAT,68888.64,67849.14,-41.85 USD,['14.43 USD']
100,FLAT,68492.49,72821.99,128.74 USD,['19.33 USD']
101,FLAT,72924.34999999999,72698.9,-26.38 USD,['19.02 USD']
102,FLAT,67500.11,67301.98000000001,-25.93 USD,['18.96 USD']
103,FLAT,67639.7,67145.76,-36.12 USD,['18.85 USD']
104,FLAT,67932.25,67577.11,-31.10 USD,['18.79 USD']
105,FLAT,68179.35,67800.0,-31.76 USD,['18.71 USD']
106,FLAT,68462.16,68423.0,-20.02 USD,['18.68 USD']
107,FLAT,69239.4,68902.01,-29.94 USD,['18.59 USD']
108,FLAT,70001.2,69580.01,-32.47 USD,['18.51 USD']
109,FLAT,70924.56999999999,70618.08,-28.43 USD,['18.44 USD']
110,FLAT,71776.98999999999,71068.75,-34.87 USD,['15.57 USD']
111,FLAT,70727.61,69982.96,-42.37 USD,['18.24 USD']
112,FLAT,71181.41,70699.99,-33.60 USD,['18.18 USD']
113,FLAT,70278.4,69939.65000000001,-29.05 USD,['18.11 USD']
114,FLAT,70642.17,70340.54000000001,-27.69 USD,['18.04 USD']
115,FLAT,70594.73,72382.72,38.79 USD,['18.25 USD']
116,FLAT,71217.03,71039.58,-23.73 USD,['18.09 USD']
117,FLAT,70921.91,70746.05,-23.63 USD,['18.03 USD']
118,FLAT,70850.0,70758.90999999999,-20.88 USD,['17.99 USD']
119,FLAT,70879.54999999999,71567.28,3.74 USD,['18.03 USD']
120,FLAT,72092.0,71796.79000000001,-27.11 USD,['17.92 USD']
121,FLAT,72691.54999999999,72317.19,-29.37 USD,['17.85 USD']
122,FLAT,73728.64,73458.34999999999,-25.96 USD,['17.79 USD']
123,FLAT,73878.04000000001,73618.49,-25.53 USD,['17.73 USD']
124,FLAT,74458.16,74810.18,-7.28 USD,['17.74 USD']
125,FLAT,74502.33,74253.78,-25.02 USD,['17.65 USD']
126,FLAT,70360.2,70035.68,-27.74 USD,['17.58 USD']
127,FLAT,70665.41,70463.12,-23.81 USD,['17.53 USD']
128,FLAT,71163.04,70849.27,-27.10 USD,['17.46 USD']
129,FLAT,70858.19,70567.98000000001,-26.32 USD,['17.40 USD']
130,FLAT,70875.94,70769.49,-20.61 USD,['17.35 USD']
131,FLAT,70773.06,70693.49,-19.74 USD,['17.31 USD']
132,FLAT,68700.0,68116.56,-35.53 USD,['17.20 USD']
133,FLAT,71216.41,70556.18,-37.02 USD,['17.10 USD']
134,FLAT,71291.7,70944.01,-27.48 USD,['17.06 USD']
135,FLAT,70512.41,70811.41,-8.04 USD,['17.07 USD']
136,FLAT,71546.67,71225.61,-26.52 USD,['16.98 USD']
137,FLAT,66407.28,66154.94,-24.96 USD,['16.91 USD']
138,FLAT,66477.81,66370.01,-20.29 USD,['16.87 USD']
139,FLAT,66622.26,66777.45,-11.96 USD,['16.86 USD']
140,FLAT,67054.56999999999,66872.23,-22.50 USD,['16.79 USD']
141,FLAT,66875.2,66722.67,-21.52 USD,['16.74 USD']
142,FLAT,67330.01,67529.52,-10.54 USD,['16.73 USD']
143,FLAT,67418.3,67428.25,-16.37 USD,['16.68 USD']
144,FLAT,67736.96,67338.13,-28.84 USD,['16.59 USD']
145,FLAT,67776.04,67940.03,-11.59 USD,['16.60 USD']
146,FLAT,68478.71,68454.62000000001,-17.27 USD,['16.54 USD']
147,FLAT,69077.18000000001,68747.3,-26.31 USD,['16.46 USD']
148,FLAT,67117.40000000001,66679.16,-29.81 USD,['16.39 USD']
149,FLAT,66884.34999999999,66778.41,-19.59 USD,['16.35 USD']
150,FLAT,66964.21,66850.0,-19.79 USD,['16.31 USD']
151,FLAT,66955.23999999999,66921.06999999999,-17.31 USD,['16.27 USD']
152,FLAT,67144.32,67060.56999999999,-18.76 USD,['16.23 USD']
153,FLAT,67305.67,67194.25,-19.52 USD,['16.17 USD']
154,FLAT,67688.6,67554.7,-20.11 USD,['16.12 USD']
155,FLAT,67746.01,67534.8,-22.34 USD,['16.07 USD']
156,FLAT,68599.99,68833.78,-9.24 USD,['16.07 USD']
157,FLAT,69633.59,69465.27,-20.84 USD,['16.00 USD']
158,FLAT,69825.66,69587.99,-22.73 USD,['15.94 USD']
159,FLAT,68986.0,68736.98999999999,-23.07 USD,['15.89 USD']
160,FLAT,69029.65000000001,71483.92,54.32 USD,['16.14 USD']
161,FLAT,72071.95,71676.19,-26.91 USD,['15.94 USD']
162,FLAT,72470.56999999999,71921.04,-30.95 USD,['15.86 USD']
163,FLAT,72810.0,72351.36,-28.27 USD,['15.79 USD']
164,FLAT,72240.0,71943.86,-23.84 USD,['15.75 USD']
165,FLAT,73262.92,72782.95,-28.54 USD,['15.67 USD']
166,FLAT,73267.22,73042.45000000001,-21.63 USD,['15.63 USD']
167,FLAT,72923.91,72820.98,-18.34 USD,['15.59 USD']
168,FLAT,73107.53,73108.56999999999,-15.53 USD,['15.56 USD']
169,FLAT,71208.05,70845.26000000001,-25.36 USD,['15.48 USD']
170,FLAT,71779.13,74400.0,54.82 USD,['15.74 USD']
171,FLAT,75188.5,74694.58,-28.34 USD,['15.54 USD']
172,FLAT,74713.26000000001,74459.22,-22.09 USD,['15.49 USD']
173,FLAT,74452.75,74232.68,-21.16 USD,['15.44 USD']
174,FLAT,74679.83,74607.54,-17.28 USD,['15.41 USD']
175,FLAT,74975.5,74615.75,-24.56 USD,['15.34 USD']
176,FLAT,75232.0,74878.0,-24.29 USD,['15.28 USD']
177,FLAT,74989.98000000001,77211.0,41.01 USD,['15.49 USD']
178,FLAT,75673.04,75471.35,-20.46 USD,['15.34 USD']
179,FLAT,74911.91,75025.42,-12.42 USD,['15.32 USD']
180,FLAT,75855.87999999999,75818.4,-16.22 USD,['15.28 USD']
181,FLAT,76138.08,76128.79000000001,-15.47 USD,['15.24 USD']
182,FLAT,76083.62,78667.15,49.07 USD,['15.46 USD']
183,FLAT,78402.5,77917.20999999999,-27.12 USD,['15.27 USD']
184,FLAT,78230.11,78078.94,-18.93 USD,['15.24 USD']
185,FLAT,78324.01999999999,78038.0,-22.13 USD,['15.19 USD']
186,FLAT,77724.15000000001,77644.63,-17.09 USD,['15.15 USD']
187,FLAT,77532.18,77484.48,-16.27 USD,['15.11 USD']
188,FLAT,78138.86,77938.34999999999,-19.90 USD,['15.06 USD']
189,FLAT,78200.78,78039.36,-18.89 USD,['15.01 USD']
190,FLAT,78962.66,78766.67,-19.61 USD,['14.96 USD']
191,FLAT,77305.7,77117.20999999999,-19.47 USD,['14.92 USD']
192,FLAT,76439.77,76301.3,-18.25 USD,['14.88 USD']
193,FLAT,76538.26,76357.93,-19.20 USD,['14.83 USD']
194,FLAT,76832.55,77136.86,-7.50 USD,['14.83 USD']
195,FLAT,76163.15,76008.21,-18.53 USD,['14.77 USD']
196,FLAT,76358.19,76224.25,-17.96 USD,['14.73 USD']
197,FLAT,76616.7,78192.43,22.93 USD,['14.85 USD']
198,FLAT,78424.09999999999,78301.2,-17.63 USD,['14.74 USD']
199,FLAT,78487.67,78400.01,-16.75 USD,['14.70 USD']
200,FLAT,78536.53,78539.99,-14.58 USD,['14.66 USD']
201,FLAT,78602.88,78514.83,-16.68 USD,['14.63 USD']
202,FLAT,78717.09000000001,78633.25,-16.53 USD,['14.59 USD']
203,FLAT,78830.54000000001,78736.36,-16.72 USD,['14.55 USD']
204,FLAT,80163.87,79945.88,-19.43 USD,['14.50 USD']
205,FLAT,80497.43000000001,80694.7,-10.05 USD,['14.48 USD']
206,FLAT,81222.9,81134.0,-16.41 USD,['14.43 USD']
207,FLAT,81702.05,81474.85,-19.39 USD,['14.38 USD']
208,FLAT,81651.32,81431.84,-19.16 USD,['14.34 USD']
209,FLAT,81715.48000000001,81952.97,-9.14 USD,['14.34 USD']
210,FLAT,81656.75,81397.98000000001,-19.92 USD,['14.26 USD']
211,FLAT,79947.66,79800.71,-17.50 USD,['14.23 USD']
212,FLAT,80310.31,80189.43000000001,-16.86 USD,['14.19 USD']
213,FLAT,80424.43,80327.75,-16.28 USD,['14.15 USD']
214,FLAT,80492.67,80372.3,-16.75 USD,['14.11 USD']
215,FLAT,80441.66,80714.90999999999,-8.12 USD,['14.10 USD']
216,FLAT,80859.99,80750.0,-16.44 USD,['14.05 USD']
217,FLAT,80873.64,80784.19,-15.95 USD,['14.01 USD']
218,FLAT,80934.45000000001,80803.06999999999,-16.81 USD,['13.97 USD']
219,FLAT,81048.73999999999,81191.73000000001,-10.88 USD,['13.95 USD']
220,FLAT,82228.81999999999,81579.77,-27.59 USD,['13.86 USD']
221,FLAT,81180.01,81027.01000000001,-17.09 USD,['13.83 USD']
222,FLAT,81313.75,81151.96,-17.22 USD,['13.79 USD']
223,FLAT,81445.90000000001,81604.04,-10.44 USD,['13.78 USD']
