address,coin,fill_count,dollar_delta,turnover,nonzero_closedPnl,is_frozen
0xbfc79c444c41a74516bf31237ebf586a231480b4,ONDO,435,190377.24455,190377.24455,435,True
0xbfc79c444c41a74516bf31237ebf586a231480b4,ARB,528,494230.634468,494230.634468,528,True
0xbfc79c444c41a74516bf31237ebf586a231480b4,LDO,440,127161.13029,127161.13029,440,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,EIGEN,304,111504.465642,111504.465642,304,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,AI16Z,470,35010.298965,35010.298965,470,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,SPX,151,33392.9352,33392.9352,151,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,kFLOKI,92,63303.192641,63303.192641,92,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,DOGE,57,59983.17867,59983.17867,57,True
0xbfc79c444c41a74516bf31237ebf586a231480b4,LINK,447,366436.758,366436.758,447,True
0xbfc79c444c41a74516bf31237ebf586a231480b4,WLD,320,114479.92097,114479.92097,320,True
0xbfc79c444c41a74516bf31237ebf586a231480b4,CAKE,129,74417.43465,74417.43465,129,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,@136,12,-245.781,1228.911,6,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,LTC,346,334696.7415,334696.7415,346,True
0xbfc79c444c41a74516bf31237ebf586a231480b4,PURR,122,17624.91912,17624.91912,122,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,PURR/USDC,168,-17600.45717,17600.45717,168,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,STRK,43,14944.614186,14944.614186,43,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,CRV,2,596.1865,596.1865,2,False
0xbfc79c444c41a74516bf31237ebf586a231480b4,ZRO,3,-352.9553,352.9553,0,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ONDO,710,37806.39031,325914.94517,358,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,PENGU,1729,49206.076088,746053.146736,764,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ZORA,1406,31918.39724,339497.27412,711,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,PAXG,579,-10855.541,211348.8926,244,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,AVAX,1730,-3891.8046,1054136.1386,817,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,DOGE,1899,56647.98515,984107.20605,724,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,AIXBT,475,12336.489899,95002.326045,284,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,WIF,839,-1432.72636,279455.20198,357,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,kNEIRO,696,35273.655255,257583.334647,379,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,AI16Z,425,12489.740396,134965.703802,190,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,AAVE,558,28435.1003,254191.8291,207,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,ARB,916,47268.357508,473452.158876,403,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,JUP,839,14441.22445,362884.38809,350,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,MOODENG,2118,24672.8763,183309.94872,343,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,VINE,421,19053.450192,90831.58742,194,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ENA,1357,11883.57848,658794.28044,655,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,GOAT,556,12180.001928,127997.49954,255,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,HEMI,667,9640.492821,255513.883765,338,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,PUMP,1218,55580.451634,494471.827504,722,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BOME,325,4948.401153,56869.879629,162,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SEI,424,15495.78337,212774.34485,215,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,ZEC,3159,-3962.2291,996476.2743,1064,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SNX,1375,11601.00918,300379.49784,406,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,kSHIB,548,14513.387314,245468.002864,213,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SUI,1048,-1762.12977,591249.03333,459,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,BERA,576,-13051.7713,202711.24264,216,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,DOT,548,13790.61789,233444.76333,246,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,HBAR,639,5087.25278,225980.44618,284,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,IOTA,190,6437.64834,25333.80682,71,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,APE,535,3612.01503,186982.359864,273,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,LTC,1319,5705.078,805534.6808,638,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,ZEN,1038,22058.11689,283336.51027,396,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,PENDLE,740,-15982.4902,248151.213,259,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,PEOPLE,304,11881.05906,80019.285596,185,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SOPH,1150,9785.205956,268052.437742,602,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MELANIA,361,32626.219335,92713.609819,164,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,CFX,293,11631.11791,62720.41739,101,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SUSHI,553,11937.214168,172365.773624,269,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,UNI,950,-7345.66427,389095.32351,348,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,RESOLV,648,6120.705314,200258.183934,332,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,PYTH,406,547.76337,118160.07301,195,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MORPHO,627,13775.69315,167192.96367,289,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,TRB,363,20398.14228,87849.85068,200,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,YGG,529,1000.14675,124009.02599,197,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ZEREBRO,424,-872.773506,50838.16412,166,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ATOM,408,-1550.342412,91184.560432,157,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,kPEPE,896,52974.133573,458722.868419,299,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,PNUT,404,19943.961366,124791.903108,252,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ASTER,2041,2210.2403,594313.2623,826,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MANTA,219,582.75831,47410.625278,106,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,GRIFFAIN,387,31112.049943,86455.848343,207,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,VIRTUAL,956,22500.859319,356534.893977,421,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MNT,1992,70986.5783,962117.48542,1246,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BCH,546,14491.3657,222795.40256,298,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,WLFI,1382,-20549.40046,3562438.50368,689,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ACE,310,12092.155108,49037.94686,169,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,DOOD,746,-12177.632455,153571.425545,285,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,NOT,293,-72.581629,55176.951697,146,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,CRV,441,21013.052494,214797.119504,226,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,WLD,1234,22977.06039,559984.80827,545,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,SYRUP,785,9027.92915,189377.50577,281,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,IO,599,-10362.97034,148668.846596,245,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,LINK,1405,-7067.0264,864248.955,540,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,2Z,962,19721.4413,137813.14154,171,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,RENDER,456,12486.17318,149898.1957,216,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,AVNT,837,10578.08698,199200.75964,427,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SUPER,878,24523.50775,226702.10087,403,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,POPCAT,772,10893.19017,271832.44963,339,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,XLM,506,18974.68147,183631.33233,304,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,INJ,573,-5677.0631,202669.9895,242,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,W,639,10789.63628,204396.657176,218,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,TURBO,251,7158.717272,38692.68784,97,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BANANA,584,4745.7377,84268.1917,333,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SKY,543,9793.294101,92300.316925,166,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,GMT,232,7656.181896,29794.447674,104,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,TAO,1717,-1113.41882,531139.56898,641,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,USUAL,287,3201.594174,52128.942842,151,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,XPL,1569,7800.92278,679363.82664,678,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BNB,1153,-15101.3546,702733.45,540,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,0G,502,21836.3461,109468.7349,299,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,STRK,745,16019.652994,241261.991978,241,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,LDO,638,-5188.73244,272881.6334,272,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ANIME,338,8080.033927,85639.464717,147,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BABY,305,14495.586543,70799.373743,149,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,CHILLGUY,879,10246.17635,125007.972968,380,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ETHFI,583,8145.38068,174266.33576,327,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,kLUNC,174,-4740.152966,18926.337698,92,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,S,553,50545.64326,227955.54308,236,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ALGO,347,3715.28176,97905.63598,159,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,XRP,909,201382.1069,1177767.7263,431,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,TON,831,15331.14734,387652.945,382,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,BIO,428,17074.568289,86991.528089,183,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,AR,547,7333.024135,161527.962725,226,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ETH,1209,83609.75776,2063840.07656,500,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,MOVE,239,10745.688135,44512.104115,96,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ZK,497,12237.018504,129478.594096,196,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,INIT,523,11590.86274,106460.51436,210,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,FXS,729,31659.30036,208852.35754,253,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,IP,1498,-18885.10152,384655.84552,655,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,NIL,601,59104.81041,176358.91927,221,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,STBL,743,27126.76935,147363.76093,327,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,KAS,314,3545.020248,73284.772796,160,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,UMA,236,13198.90312,29253.78868,109,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BRETT,433,10201.492446,123966.333146,208,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,kFLOKI,409,8060.813893,151594.333805,172,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BIGTIME,325,3254.562362,73967.384214,137,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,RUNE,253,25373.434427,58061.974887,140,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,JTO,314,16650.1303,99601.5809,142,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ZRO,1175,4162.7048,260285.80564,412,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SAGA,233,2779.892146,25621.934688,106,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MERL,2201,12968.81619,312731.32431,1085,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MAV,452,1018.524742,54770.637248,197,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,FET,530,3424.8316,216214.45854,253,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,DYM,281,4994.085397,27927.407213,134,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,TRX,553,7258.95804,176307.0786,218,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,GAS,199,3223.46771,8154.56671,78,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,IMX,542,-603.909912,159674.387044,276,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,GRASS,777,15797.225365,194832.017575,506,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,FIL,443,-12560.29318,159010.00768,200,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,LAYER,245,6878.90259,35312.93049,97,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,NEO,366,22289.369854,106175.093172,228,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,OP,400,-790.268166,130901.847664,191,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,HYPER,265,5899.00012,25121.10428,127,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,TIA,916,22233.43153,299467.08903,431,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,ORDI,350,-351.496123,74098.262049,152,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,APT,1036,25468.72842,330090.359288,662,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,NXPC,372,1989.62253,66368.44297,152,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,POLYX,246,2823.16197,28257.02243,128,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,APEX,1015,31826.6135,306591.7177,588,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MAVIA,258,2.243697,18905.196195,151,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,RSR,359,6811.657485,68902.474775,171,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,TST,313,33950.247009,85473.693627,214,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,COMP,213,-1350.49531,46157.12969,110,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,PROMPT,428,21257.77891,93393.14529,208,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MINA,200,9263.29494,27211.37044,97,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ETC,531,-3180.48559,153750.02463,220,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BLUR,477,-15260.286239,68752.359669,101,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,FARTCOIN,1123,167732.319717,624357.613797,682,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,DYDX,279,-2779.545377,48374.288737,133,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,CAKE,716,6208.02107,232619.69349,365,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,HYPE,1137,22906.84017,673461.25421,574,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,BTC,1037,159298.72014,2034481.9026,600,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,LINEA,426,38109.476143,159664.578243,253,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MEME,240,10876.203551,15431.571945,151,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,PROVE,332,9279.55544,76982.59362,105,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,kBONK,569,22328.311838,293445.113384,315,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,VVV,404,992.192965,84839.269829,169,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ADA,909,1475.21247,517932.91483,414,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,ARK,155,5439.01134,11603.51872,63,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,KAITO,359,13241.7113,65623.1015,129,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SAND,249,8744.29028,50121.2988,93,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,MEW,214,4678.492721,15694.716831,118,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,NEAR,622,21666.11955,318119.78399,346,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,TNSR,200,9302.442161,27942.708349,109,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,XAI,243,8625.124724,31231.557628,102,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SOL,2081,-119162.2417,1786536.6245,644,True
0x010461c14e146ac35fe42271bdc1134ee31c703a,ALT,217,4335.732825,28858.897629,81,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,WCT,204,2550.19086,15691.97664,96,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,OM,407,18257.474211,101280.466273,199,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ME,379,4811.119566,66895.84672,270,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,TRUMP,532,13174.31645,259245.88543,242,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,LAUNCHCOIN,1176,21348.12296,452296.10504,629,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,GALA,200,7558.625206,35514.85942,126,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ENS,477,-4623.42537,114609.27351,218,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,GMX,442,2785.16901,93593.64187,143,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,ZETA,227,7665.354209,18365.630549,92,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,EIGEN,676,-4313.535673,286406.559359,441,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SPX,1058,1256.42452,402922.98392,473,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,STX,503,11677.217698,92587.96431,265,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BSV,355,9803.25751,47525.07489,193,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,REZ,324,-6730.045169,51186.489347,194,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,USTC,235,11470.099381,27907.268965,124,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,CELO,184,-426.85746,27138.4244,122,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,POL,779,4928.83974,251161.1299,387,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,SCR,299,14579.058867,41961.957375,141,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,YZY,175,4653.96983,20493.27991,57,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,BLAST,116,-110.156271,9888.108347,63,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,PURR,40,9876.59588,10870.40632,2,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,HMSTR,36,1228.376172,6015.853972,23,False
0x010461c14e146ac35fe42271bdc1134ee31c703a,FTT,84,790.695553,2654.670345,73,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ONDO,902,29298.12577,381028.27265,450,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,PENGU,1857,-15997.14298,760574.811312,1081,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ZORA,1650,26889.572824,382553.103604,779,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,PAXG,699,23512.7942,259724.9972,401,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,DOGE,1814,-30392.39501,839257.94273,983,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,AVAX,1671,58833.67069,939641.57555,851,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,LINEA,492,15363.84496,192839.040602,237,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,AVNT,783,9516.37118,175299.98182,396,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MNT,2366,3374.44992,1069783.05652,750,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,INIT,496,11350.19889,108290.02263,354,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,POPCAT,865,-8173.07102,298971.24244,477,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,SUSHI,382,5277.11335,90614.77159,201,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,kNEIRO,688,43148.396025,236641.818175,319,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,RUNE,352,26480.289104,73506.700064,160,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,VINE,503,-5188.181762,83447.3074,317,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,PEOPLE,323,13183.765838,78744.732256,145,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,GOAT,661,18063.210884,143908.657756,342,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,XLM,611,3419.47681,242163.21749,291,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,AI16Z,458,13005.09108,120695.11509,242,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MOODENG,2215,-572.65665,153283.14989,1926,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,XPL,1662,35666.78676,688044.27436,589,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,PUMP,1335,13353.373814,544836.000784,556,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,YGG,503,-10807.8759,119536.57688,319,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ZEC,3379,34958.16,1116998.2442,2145,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,JTO,419,5126.0238,142296.0928,211,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,GMT,260,5958.27134,48931.397642,124,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,CRV,540,14043.177559,254844.739249,285,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,DOOD,909,5275.856979,181290.708543,537,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ARB,843,-8024.720048,407496.726238,505,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,LTC,1616,34721.7196,891979.1056,850,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,BERA,631,17033.83327,232922.14567,395,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ALGO,464,-5253.99035,149338.52131,278,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,PYTH,418,-18471.73238,119031.56438,191,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,AAVE,563,-23217.5217,261020.5683,309,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,NEO,288,-6476.579821,80215.662051,119,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ZK,560,41425.049204,157146.33731,311,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,LINK,1311,15550.25,750594.9922,819,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,JUP,770,11809.6479,270701.52242,449,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,SUPER,567,-2679.53231,142663.61323,248,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,S,503,39987.10603,217232.38321,274,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MAV,484,4465.55011,54809.043502,307,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,IO,616,25137.605734,146363.724954,320,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,STRK,914,-1772.509876,263085.80334,244,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,GRIFFAIN,461,14059.044851,92901.036207,261,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,INJ,794,21182.5875,261843.9759,471,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,COMP,243,8596.06982,65361.33882,132,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,PENDLE,860,-17184.5227,254777.3461,555,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,ARK,230,-831.32762,18169.0615,122,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,IOTA,224,5590.21511,42982.33911,117,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,FET,486,8154.21621,164870.23059,252,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,APE,431,8606.280184,150751.57051,199,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,SUI,941,58595.49589,563930.62925,495,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,TURBO,249,7790.62655,43256.46964,163,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,W,862,-4002.612818,260260.427762,591,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,BANANA,597,-3150.9341,79711.1991,207,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,WLD,1370,22435.87055,571141.45691,758,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,MELANIA,381,9888.3348,100994.469892,179,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,HEMI,539,8427.200922,186752.560944,266,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,BOME,369,7348.57116,53842.335648,176,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,XRP,732,-140910.8196,913815.5914,377,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,TIA,840,767.36592,277897.9405,523,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,VIRTUAL,972,2214.886437,307162.960521,557,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,TAO,1716,29586.69909,547109.47761,1058,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,UNI,1115,37634.08108,378038.0563,699,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,kFLOKI,400,28904.849692,158322.904534,254,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,USUAL,393,-7423.850542,68843.261674,190,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,DOT,650,1097.55318,293791.89102,335,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,BNB,1120,-3285.4788,645875.9932,588,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,IMX,652,5754.938771,200843.634899,323,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,SNX,1573,-7557.94931,326925.63729,1113,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,SYRUP,580,13201.4405,141166.01746,383,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,MEW,299,5755.03877,35556.710182,121,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,GRASS,799,25047.681134,210487.329682,311,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,RENDER,582,17490.05691,187545.08387,316,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,TON,696,803.01898,308159.01556,382,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,REZ,476,-454.220822,81411.832088,245,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,KAS,317,8531.823496,70351.182638,150,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,2Z,1045,-7646.52627,138656.37675,802,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,ATOM,544,-23678.527682,134953.299168,367,True
0x31ca8395cf837de08b24da3f660e77761dfb974b,BIO,454,-3608.723557,75077.601323,204,False
0x31ca8395cf837de08b24da3f660e77761dfb974b,AR,643,13670.612729,186657.394343,370,False
