source_venue,target_venue,symbol,signal_type,lookback_ms,horizon_ms,oi_bucket,capture_mode,captures_seen,finite_mean_raw_captures,positive_mean_raw_captures,positive_mean_net_captures,mean_of_mean_raw_bps,median_of_mean_raw_bps,mean_of_mean_net_bps,median_of_mean_net_bps,best_raw_bps,worst_raw_bps,best_net_bps,worst_net_bps,mean_win_rate,median_win_rate,total_valid_count,min_valid_count,max_valid_count,consistency_score,diagnostic_label
binance_perp,kraken,,signed_imbalance,1000,5000,,FULL_ACTIVE,1,1,0,0,-0.3123,-0.3123,-54.4868,-54.4868,-0.3123,-0.3123,-54.4868,-54.4868,0.0,0.0,1016,1016,1016,0.25,needs more captures
binance_perp,kraken,,large_trade,1000,5000,,FULL_ACTIVE,1,1,0,0,-0.3269,-0.3269,-54.5159,-54.5159,-0.3269,-0.3269,-54.5159,-54.5159,0.0,0.0,4240,4240,4240,0.25,needs more captures
binance_perp,kraken,,notional_burst,1000,2000,,FULL_ACTIVE,1,1,0,0,-0.3418,-0.3418,-54.7438,-54.7438,-0.3418,-0.3418,-54.7438,-54.7438,0.0,0.0,847,847,847,0.25,needs more captures
binance_perp,coinbase,,notional_burst,30000,500,,FAST_DIAGNOSTIC,1,1,0,0,-0.3684,-0.3684,-55.3684,-55.3684,-0.3684,-0.3684,-55.3684,-55.3684,0.0,0.0,2,2,2,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,5000,5000,,FULL_ACTIVE,1,1,0,0,-0.4234,-0.4234,-53.5907,-53.5907,-0.4234,-0.4234,-53.5907,-53.5907,0.0,0.0,469,469,469,0.25,needs more captures
binance_perp,kraken,,notional_burst,5000,2000,,FULL_ACTIVE,1,1,0,0,-0.4967,-0.4967,-54.1318,-54.1318,-0.4967,-0.4967,-54.1318,-54.1318,0.0,0.0,108,108,108,0.25,needs more captures
binance_perp,kraken,,notional_burst,1000,5000,,FULL_ACTIVE,1,1,0,0,-0.5008,-0.5008,-54.8169,-54.8169,-0.5008,-0.5008,-54.8169,-54.8169,0.0,0.0,846,846,846,0.25,needs more captures
binance_perp,coinbase,,notional_burst,30000,1000,,FAST_DIAGNOSTIC,1,1,0,0,-0.6587,-0.6587,-55.6587,-55.6587,-0.6587,-0.6587,-55.6587,-55.6587,0.0,0.0,2,2,2,0.25,needs more captures
binance_perp,kraken,,notional_burst,10000,2000,,FULL_ACTIVE,1,1,0,0,-0.6659,-0.6659,-54.3599,-54.3599,-0.6659,-0.6659,-54.3599,-54.3599,0.0,0.0,29,29,29,0.25,needs more captures
binance_perp,kraken,,large_trade,1000,10000,,FULL_ACTIVE,1,1,0,0,-0.6913,-0.6913,-54.4523,-54.4523,-0.6913,-0.6913,-54.4523,-54.4523,0.0,0.0,4232,4232,4232,0.25,needs more captures
binance_perp,coinbase,,notional_burst,30000,2000,,FAST_DIAGNOSTIC,1,1,0,0,-0.7026,-0.7026,-55.7026,-55.7026,-0.7026,-0.7026,-55.7026,-55.7026,0.0,0.0,2,2,2,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,1000,10000,,FULL_ACTIVE,1,1,0,0,-0.7371,-0.7371,-54.3195,-54.3195,-0.7371,-0.7371,-54.3195,-54.3195,0.0,0.0,1015,1015,1015,0.25,needs more captures
binance_perp,kraken,,notional_burst,1000,10000,,FULL_ACTIVE,1,1,0,0,-0.7458,-0.7458,-54.7839,-54.7839,-0.7458,-0.7458,-54.7839,-54.7839,0.0,0.0,845,845,845,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,10000,1000,,FULL_ACTIVE,1,1,0,0,-0.7677,-0.7677,-53.7251,-53.7251,-0.7677,-0.7677,-53.7251,-53.7251,0.0,0.0,167,167,167,0.25,needs more captures
binance_perp,kraken,,notional_burst,5000,5000,,FULL_ACTIVE,1,1,0,0,-0.797,-0.797,-54.4369,-54.4369,-0.797,-0.797,-54.4369,-54.4369,0.0,0.0,108,108,108,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,5000,10000,,FULL_ACTIVE,1,1,0,0,-1.0868,-1.0868,-53.1736,-53.1736,-1.0868,-1.0868,-53.1736,-53.1736,0.0,0.0,467,467,467,0.25,needs more captures
binance_perp,coinbase,,notional_burst,10000,10000,,FAST_DIAGNOSTIC,1,1,0,0,-1.0891,-1.0891,-56.4653,-56.4653,-1.0891,-1.0891,-56.4653,-56.4653,0.0,0.0,6,6,6,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,10000,2000,,FULL_ACTIVE,1,1,0,0,-1.2624,-1.2624,-53.4679,-53.4679,-1.2624,-1.2624,-53.4679,-53.4679,0.0,0.0,167,167,167,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,30000,1000,,FULL_ACTIVE,1,1,0,0,-1.2787,-1.2787,-53.6041,-53.6041,-1.2787,-1.2787,-53.6041,-53.6041,0.0,0.0,25,25,25,0.25,needs more captures
binance_perp,coinbase,,notional_burst,10000,30000,,FAST_DIAGNOSTIC,1,1,0,0,-1.2819,-1.2819,-57.4907,-57.4907,-1.2819,-1.2819,-57.4907,-57.4907,0.0,0.0,6,6,6,0.25,needs more captures
binance_perp,coinbase,,notional_burst,10000,5000,,FAST_DIAGNOSTIC,1,1,0,0,-1.518,-1.518,-55.7125,-55.7125,-1.518,-1.518,-55.7125,-55.7125,0.0,0.0,6,6,6,0.25,needs more captures
binance_perp,kraken,,notional_burst,5000,10000,,FULL_ACTIVE,1,1,0,0,-1.6003,-1.6003,-54.6429,-54.6429,-1.6003,-1.6003,-54.6429,-54.6429,0.0,0.0,108,108,108,0.25,needs more captures
binance_perp,kraken,,notional_burst,30000,2000,,FULL_ACTIVE,1,1,0,0,-1.7602,-1.7602,-55.4025,-55.4025,-1.7602,-1.7602,-55.4025,-55.4025,0.0,0.0,9,9,9,0.25,needs more captures
binance_perp,kraken,,large_trade,1000,30000,,FULL_ACTIVE,1,1,0,0,-1.8198,-1.8198,-54.8529,-54.8529,-1.8198,-1.8198,-54.8529,-54.8529,0.0029,0.0029,4184,4184,4184,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,1000,30000,,FULL_ACTIVE,1,1,0,0,-1.8974,-1.8974,-54.4392,-54.4392,-1.8974,-1.8974,-54.4392,-54.4392,0.004,0.004,1004,1004,1004,0.25,needs more captures
binance_perp,kraken,,notional_burst,10000,5000,,FULL_ACTIVE,1,1,0,0,-1.9006,-1.9006,-55.7057,-55.7057,-1.9006,-1.9006,-55.7057,-55.7057,0.0,0.0,29,29,29,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,10000,5000,,FULL_ACTIVE,1,1,0,0,-1.9819,-1.9819,-52.6038,-52.6038,-1.9819,-1.9819,-52.6038,-52.6038,0.0,0.0,165,165,165,0.25,needs more captures
binance_perp,kraken,,notional_burst,1000,30000,,FULL_ACTIVE,1,1,0,0,-2.2944,-2.2944,-55.9071,-55.9071,-2.2944,-2.2944,-55.9071,-55.9071,0.0036,0.0036,835,835,835,0.25,needs more captures
binance_perp,kraken,,notional_burst,30000,5000,,FULL_ACTIVE,1,1,0,0,-2.5769,-2.5769,-55.9627,-55.9627,-2.5769,-2.5769,-55.9627,-55.9627,0.0,0.0,9,9,9,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,10000,10000,,FULL_ACTIVE,1,1,0,0,-2.7857,-2.7857,-51.764,-51.764,-2.7857,-2.7857,-51.764,-51.764,0.0,0.0,165,165,165,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,30000,2000,,FULL_ACTIVE,1,1,0,0,-2.7871,-2.7871,-52.7155,-52.7155,-2.7871,-2.7871,-52.7155,-52.7155,0.0,0.0,25,25,25,0.25,needs more captures
binance_perp,kraken,,notional_burst,10000,10000,,FULL_ACTIVE,1,1,0,0,-2.9619,-2.9619,-55.0497,-55.0497,-2.9619,-2.9619,-55.0497,-55.0497,0.0,0.0,29,29,29,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,5000,30000,,FULL_ACTIVE,1,1,0,0,-3.2397,-3.2397,-52.4173,-52.4173,-3.2397,-3.2397,-52.4173,-52.4173,0.0,0.0,460,460,460,0.25,needs more captures
binance_perp,kraken,,large_trade,1000,60000,,FULL_ACTIVE,1,1,0,0,-3.7698,-3.7698,-55.5615,-55.5615,-3.7698,-3.7698,-55.5615,-55.5615,0.0107,0.0107,4104,4104,4104,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,1000,60000,,FULL_ACTIVE,1,1,0,0,-3.827,-3.827,-55.414,-55.414,-3.827,-3.827,-55.414,-55.414,0.0081,0.0081,985,985,985,0.25,needs more captures
binance_perp,kraken,,notional_burst,30000,10000,,FULL_ACTIVE,1,1,0,0,-3.8426,-3.8426,-55.5936,-55.5936,-3.8426,-3.8426,-55.5936,-55.5936,0.0,0.0,9,9,9,0.25,needs more captures
binance_perp,kraken,,notional_burst,5000,30000,,FULL_ACTIVE,1,1,0,0,-4.6909,-4.6909,-53.9317,-53.9317,-4.6909,-4.6909,-53.9317,-53.9317,0.0,0.0,102,102,102,0.25,needs more captures
binance_perp,kraken,,notional_burst,1000,60000,,FULL_ACTIVE,1,1,0,0,-4.8337,-4.8337,-55.9415,-55.9415,-4.8337,-4.8337,-55.9415,-55.9415,0.0085,0.0085,820,820,820,0.25,needs more captures
binance_perp,coinbase,,notional_burst,10000,60000,,FAST_DIAGNOSTIC,1,1,0,0,-4.8466,-4.8466,-60.2623,-60.2623,-4.8466,-4.8466,-60.2623,-60.2623,0.0,0.0,6,6,6,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,10000,30000,,FULL_ACTIVE,1,1,0,0,-5.0786,-5.0786,-51.5464,-51.5464,-5.0786,-5.0786,-51.5464,-51.5464,0.0,0.0,159,159,159,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,30000,5000,,FULL_ACTIVE,1,1,0,0,-5.1136,-5.1136,-51.2511,-51.2511,-5.1136,-5.1136,-51.2511,-51.2511,0.0,0.0,25,25,25,0.25,needs more captures
binance_perp,coinbase,,notional_burst,30000,5000,,FAST_DIAGNOSTIC,1,1,0,0,-5.4329,-5.4329,-60.4329,-60.4329,-5.4329,-5.4329,-60.4329,-60.4329,0.0,0.0,2,2,2,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,30000,10000,,FULL_ACTIVE,1,1,0,0,-5.6776,-5.6776,-48.8536,-48.8536,-5.6776,-5.6776,-48.8536,-48.8536,0.0,0.0,25,25,25,0.25,needs more captures
binance_perp,coinbase,,notional_burst,30000,10000,,FAST_DIAGNOSTIC,1,1,0,0,-5.8768,-5.8768,-60.8768,-60.8768,-5.8768,-5.8768,-60.8768,-60.8768,0.0,0.0,2,2,2,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,5000,60000,,FULL_ACTIVE,1,1,0,0,-6.1157,-6.1157,-53.5454,-53.5454,-6.1157,-6.1157,-53.5454,-53.5454,0.02,0.02,451,451,451,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,30000,60000,,FULL_ACTIVE,1,1,0,0,-6.3027,-6.3027,-47.4027,-47.4027,-6.3027,-6.3027,-47.4027,-47.4027,0.0,0.0,25,25,25,0.25,needs more captures
binance_perp,kraken,,notional_burst,30000,30000,,FULL_ACTIVE,1,1,0,0,-6.8484,-6.8484,-57.9436,-57.9436,-6.8484,-6.8484,-57.9436,-57.9436,0.0,0.0,9,9,9,0.25,needs more captures
binance_perp,kraken,,notional_burst,30000,60000,,FULL_ACTIVE,1,1,0,0,-6.8597,-6.8597,-56.3139,-56.3139,-6.8597,-6.8597,-56.3139,-56.3139,0.0,0.0,9,9,9,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,10000,60000,,FULL_ACTIVE,1,1,0,0,-8.2464,-8.2464,-52.632,-52.632,-8.2464,-8.2464,-52.632,-52.632,0.0191,0.0191,157,157,157,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,30000,30000,,FULL_ACTIVE,1,1,0,0,-8.8172,-8.8172,-47.083,-47.083,-8.8172,-8.8172,-47.083,-47.083,0.0,0.0,25,25,25,0.25,needs more captures
binance_perp,kraken,,notional_burst,10000,30000,,FULL_ACTIVE,1,1,0,0,-9.2036,-9.2036,-50.6013,-50.6013,-9.2036,-9.2036,-50.6013,-50.6013,0.0,0.0,27,27,27,0.25,needs more captures
binance_perp,kraken,,notional_burst,10000,60000,,FULL_ACTIVE,1,1,0,0,-9.9948,-9.9948,-41.5776,-41.5776,-9.9948,-9.9948,-41.5776,-41.5776,0.1481,0.1481,27,27,27,0.25,needs more captures
binance_perp,coinbase,,notional_burst,30000,30000,,FAST_DIAGNOSTIC,1,1,0,0,-9.9981,-9.9981,-64.9981,-64.9981,-9.9981,-9.9981,-64.9981,-64.9981,0.0,0.0,2,2,2,0.25,needs more captures
binance_perp,kraken,,notional_burst,5000,60000,,FULL_ACTIVE,1,1,0,0,-10.1228,-10.1228,-50.0708,-50.0708,-10.1228,-10.1228,-50.0708,-50.0708,0.0632,0.0632,95,95,95,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,30000,300000,,FULL_ACTIVE,1,1,0,0,-13.3997,-13.3997,-52.0071,-52.0071,-13.3997,-13.3997,-52.0071,-52.0071,0.0,0.0,23,23,23,0.25,needs more captures
binance_perp,coinbase,,notional_burst,30000,60000,,FAST_DIAGNOSTIC,1,1,0,0,-16.9661,-16.9661,-71.9661,-71.9661,-16.9661,-16.9661,-71.9661,-71.9661,0.0,0.0,2,2,2,0.25,needs more captures
binance_perp,kraken,,large_trade,1000,300000,,FULL_ACTIVE,1,1,0,0,-17.7175,-17.7175,-58.3124,-58.3124,-17.7175,-17.7175,-58.3124,-58.3124,0.035,0.035,3544,3544,3544,0.25,needs more captures
binance_perp,kraken,,notional_burst,10000,300000,,FULL_ACTIVE,1,1,0,0,-18.0398,-18.0398,-63.9926,-63.9926,-18.0398,-18.0398,-63.9926,-63.9926,0.0,0.0,25,25,25,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,1000,300000,,FULL_ACTIVE,1,1,0,0,-18.0635,-18.0635,-60.5406,-60.5406,-18.0635,-18.0635,-60.5406,-60.5406,0.0259,0.0259,850,850,850,0.25,needs more captures
binance_perp,kraken,,notional_burst,1000,300000,,FULL_ACTIVE,1,1,0,0,-19.5441,-19.5441,-60.4126,-60.4126,-19.5441,-19.5441,-60.4126,-60.4126,0.0408,0.0408,710,710,710,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,5000,300000,,FULL_ACTIVE,1,1,0,0,-20.1762,-20.1762,-62.1869,-62.1869,-20.1762,-20.1762,-62.1869,-62.1869,0.0183,0.0183,382,382,382,0.25,needs more captures
binance_perp,kraken,,signed_imbalance,10000,300000,,FULL_ACTIVE,1,1,0,0,-21.7536,-21.7536,-64.672,-64.672,-21.7536,-21.7536,-64.672,-64.672,0.016,0.016,125,125,125,0.25,needs more captures
binance_perp,kraken,,notional_burst,5000,300000,,FULL_ACTIVE,1,1,0,0,-23.6016,-23.6016,-56.613,-56.613,-23.6016,-23.6016,-56.613,-56.613,0.0732,0.0732,82,82,82,0.25,needs more captures
binance_perp,coinbase,,notional_burst,30000,300000,,FAST_DIAGNOSTIC,1,1,0,0,-24.4931,-24.4931,-79.4931,-79.4931,-24.4931,-24.4931,-79.4931,-79.4931,0.0,0.0,2,2,2,0.25,needs more captures
binance_perp,kraken,,notional_burst,30000,300000,,FULL_ACTIVE,1,1,0,0,-38.3873,-38.3873,-65.4368,-65.4368,-38.3873,-38.3873,-65.4368,-65.4368,0.0,0.0,9,9,9,0.25,needs more captures
