address,total_fills,close_fill_count,open_fill_count,nonzero_closedPnl_count,nonzero_closedPnl_ratio,close_like_cluster_score,large_close_ratio,dir_distribution
0x4d969e59b312970cc07af266938a4433ccae0b4c,12452,5789,5633,6806,0.5465788628332798,0.5057420494699647,0.0023289431416639896,"{'Open Long': 2350, 'Close Long': 2818, 'Long > Short': 515, 'Open Short': 3283, 'Close Short': 2971, 'Short > Long': 515}"
0xcd83c4691a97f965d590a83daa5216e514cc5b2d,5825,0,0,2440,0.4188841201716738,0.2094420600858369,0.0,"{'Sell': 2440, 'Buy': 3385}"
0x1ec15e24896f4feb55dd70d22dc3620ae3cc990c,1600,704,861,739,0.461875,0.4509375,0.005625,"{'Open Short': 480, 'Close Short': 304, 'Short > Long': 18, 'Open Long': 381, 'Close Long': 400, 'Long > Short': 17}"
0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,2592,1204,1146,1438,0.5547839506172839,0.5096450617283951,0.0,"{'Close Long': 613, 'Open Long': 457, 'Open Short': 689, 'Close Short': 591, 'Long > Short': 127, 'Short > Long': 115}"
0x7943e3cda58f6b3f46a4af7c81c5850d9ae2e646,6069,3054,2916,3152,0.5193606854506508,0.5112868676882518,0.4109408469270061,"{'Open Short': 2591, 'Close Short': 2805, 'Long > Short': 47, 'Open Long': 325, 'Close Long': 249, 'Short > Long': 52}"
0x21a2b0fcdea50c75092cb69539940ea17942a192,3307,1739,1466,1840,0.5563955246446931,0.5411248866041729,0.4457211974599335,"{'Open Short': 1294, 'Close Short': 1603, 'Long > Short': 55, 'Open Long': 172, 'Close Long': 136, 'Short > Long': 47}"
0x2afe745dfd735e24aae8ac39969140dd0511496b,8125,8,10,4235,0.5212307692307693,0.2611076923076923,0.00024615384615384614,"{'Buy': 3880, 'Sell': 4227, 'Open Short': 10, 'Close Short': 8}"
0x4cf1aa03b2ee27f922c2b089dc9f7d3a2551e717,8936,4286,4492,4443,0.49720232766338407,0.48841763652641,0.015890778871978515,"{'Open Long': 3043, 'Close Short': 1268, 'Short > Long': 79, 'Close Long': 3018, 'Long > Short': 79, 'Open Short': 1449}"
0xef5fdcefdb38803a654ee9f3539bed8058443d99,10523,5489,5033,5490,0.5217143400171054,0.5216668250498907,0.46137033165447117,"{'Open Long': 1424, 'Close Long': 1441, 'Open Short': 3609, 'Close Short': 4048, 'Long > Short': 1}"
0xd47587702a91731dc1089b5db0932cf820151a91,7209,6672,537,6672,0.9255097794423637,0.9255097794423637,0.9255097794423637,"{'Close Short': 6672, 'Open Short': 537}"
