address,total_fills,unique_coins,frozen_coins,non_frozen_coins,total_gross_turnover,net_delta_ratio,pairability_rate,burst_score,concentration_score,close_fill_count,nonzero_closedPnl_ratio,close_like_cluster_score,large_close_ratio,side_B,side_A
0x9d097697e5b82a52f6b82c16c148a753bbf5c8ae,3084,10,7,3,234139.545743,0.014606793278543155,0.47535667963683526,0.5246433203631647,0.2191958495460441,7,0.002269779507133593,0.002269779507133593,0.002269779507133593,733,2351
0x03b9a189e2480d1e4c3007080b29f362282130fa,56137,161,32,129,39093265.591764,0.005748136390512785,0.9345707821935622,0.06542921780643782,0.03291946488056006,29394,0.5399291020182767,0.5317704900511249,0.02851951475853715,26232,29905
0x26cacbc6efd678054c98cd32d9c2969580aef351,1349,90,18,72,247803.15146,0.013623873353139962,0.938472942920682,0.061527057079318014,0.18977020014825796,680,0.5596738324684952,0.5318754633061527,0.3291326908821349,716,633
0x21ff1b48bd358698bfdf853e71cafb761b5d2b7d,6489,136,29,107,1396034.642325,0.008210750198798796,0.812760055478502,0.18723994452149792,0.38156880875327476,3758,0.6000924641701341,0.5896131915549392,0.4449067652951148,3852,2637
0x9252345e5fb94c8ce2595c51c2c850b35f4572a9,3628,6,0,6,2157272.270694,0.00024246757681251218,0.856670341786108,0.14332965821389196,0.3743109151047409,1483,0.6471885336273429,0.5279768467475192,0.07662624035281147,1554,2074
0xbf1935fe7ab6d0aa3ee8d3da47c2f80e215b2a1c,36046,3,3,0,699920.86116,0.006591822584561183,0.996171558564057,0.003828441435942962,0.3503578760472729,17918,0.49941741108583476,0.4982522332575043,0.031015924096987182,18092,17954
0x744cf47e88d9d0847544f0ac2fa7575cf5925f79,3951,6,0,6,2142713.1386,0.0037761702844117707,0.8818020754239433,0.1181979245760567,0.3619336876740066,1729,0.6524930397367755,0.5450518855985826,0.08782586686914705,1742,2209
0xf0480a7892bc260658e82359f3c9374bc0a75444,74875,1,1,0,958281.62317,0.05915969339207797,0.9431986644407345,0.05680133555926544,1.0,39564,0.5284006677796327,0.5284006677796327,0.502584307178631,39564,35311
0xc6ac58a7a63339898aeda32499a8238a46d88e84,27538,1,1,0,1037990297.19576,0.02767908922809665,0.8713051056721621,0.1286948943278379,1.0,15689,0.570266540780013,0.5699941898467572,0.018301982714794104,11997,15541
0xd02928c445d780ea954fe0b6f0be0f6cb9727678,101963,42,10,32,173589160.364928,0.014107416303378672,0.939517275874582,0.060482724125418046,0.2353500779694595,57211,0.567813814815178,0.5644547531947863,0.18841148259662818,47898,54065
0x75faaf11458b7fef61a445fb82ef213817c9774f,4456,3,0,3,7553825.75758,0.015261175330172303,0.7526929982046678,0.24730700179533213,0.7392280071813285,0,0.623653500897666,0.311826750448833,0.0,1677,2779
0xae89ff81bb4e03937eb046291f0450a6bab37d35,2195,1,1,0,1896562.9074,0.006138223812443628,0.99498861047836,0.005011389521640091,1.0,824,0.532118451025057,0.45375854214123007,0.007289293849658315,1103,1092
0x90a5ecd614f3d1388e8ff6833d5dcb18055ab35a,5187,8,3,5,2835879.48019,0.0146149136419659,0.9334875650665124,0.06651243493348756,0.26701368806631964,2228,0.4349334875650665,0.43223443223443225,0.25448235974551764,2766,2421
0x97683533fc52065024c3fdc336f0c72e3c592589,9513,13,0,13,3734430.62466044,0.7403477835176313,0.373173551981499,0.626826448018501,0.6982024597918638,0,0.1865867759907495,0.09329338799537475,0.0,7738,1775
0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,31109,146,33,113,42874727.041739,0.17557901242819593,0.8684946478511042,0.1315053521488958,0.09064900832556495,18014,0.5800572181683757,0.5795589700729693,0.5259249734803433,17600,13509
0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,22003,98,22,76,131690116.347079,0.11940066001907795,0.729082397854838,0.27091760214516203,0.08671544789346908,13769,0.6680452665545608,0.6469117847566241,0.4072626460028178,8021,13982
0x4d969e59b312970cc07af266938a4433ccae0b4c,12452,3,3,0,71174849.39027,0.0013806818491622131,0.9373594603276582,0.06264053967234179,0.353115965306778,5789,0.5465788628332798,0.5057420494699647,0.0023289431416639896,5836,6616
0xcd83c4691a97f965d590a83daa5216e514cc5b2d,5825,11,0,11,1729238.58362211,0.1724128521775935,0.8377682403433476,0.16223175965665235,0.4255793991416309,0,0.4188841201716738,0.2094420600858369,0.0,3385,2440
0x1ec15e24896f4feb55dd70d22dc3620ae3cc990c,1600,1,1,0,30914708.62176,0.024033711258628083,0.87875,0.12125,1.0,704,0.461875,0.4509375,0.005625,703,897
0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,2592,1,1,0,39099174.59135,0.002160245497578512,0.8973765432098766,0.10262345679012345,1.0,1204,0.5547839506172839,0.5096450617283951,0.0,1163,1429
0x7943e3cda58f6b3f46a4af7c81c5850d9ae2e646,6069,131,29,102,1090699.618537,0.16721732083819643,0.9513923216345361,0.048607678365463834,0.4709177788762564,3054,0.5193606854506508,0.5112868676882518,0.4109408469270061,3182,2887
0x21a2b0fcdea50c75092cb69539940ea17942a192,3307,124,30,94,577523.44512,0.11871584626621366,0.8980949501058361,0.1019050498941639,0.41578469912307225,1739,0.5563955246446931,0.5411248866041729,0.4457211974599335,1822,1485
0x2afe745dfd735e24aae8ac39969140dd0511496b,8125,8,1,7,8207716.1941905,0.0018771969410937448,0.9570461538461539,0.042953846153846155,0.44,8,0.5212307692307693,0.2611076923076923,0.00024615384615384614,3888,4237
0x4cf1aa03b2ee27f922c2b089dc9f7d3a2551e717,8936,4,4,0,12767139.71599,0.017014952634843566,0.9825425246195165,0.017457475380483437,0.34534467323187107,4286,0.49720232766338407,0.48841763652641,0.015890778871978515,4390,4546
0xef5fdcefdb38803a654ee9f3539bed8058443d99,10523,36,20,16,4535645.560412,0.07945175081874473,0.9599923976052457,0.04000760239475435,0.11831226836453483,5489,0.5217143400171054,0.5216668250498907,0.46137033165447117,5472,5051
0xd47587702a91731dc1089b5db0932cf820151a91,7209,7,2,5,12780010.25705,0.9582325195767711,0.1489804411152726,0.8510195588847275,0.6243584408378415,6672,0.9255097794423637,0.9255097794423637,0.9255097794423637,6672,537
0xfb8cffce52cd694ee1ae8749f174b9840bb80cbd,1970,5,0,5,1180601.077245,0.10341826140792393,0.9431472081218274,0.05685279187817259,0.46802030456852795,922,0.47106598984771575,0.46954314720812185,0.3629441624365482,1041,929
0x399965e15d4e61ec3529cc98b7f7ebb93b733336,15301,10,0,10,24137847.85757895,0.0006276719172713199,0.8451735180707143,0.15482648192928566,0.22769753610875107,0,0.5774132409646429,0.28870662048232143,0.0,6466,8835
0x1873202043c99bba71e6157008a551cb79c3b1b9,4378,139,27,112,1413370.589662,0.22450417288354813,0.7478300593878483,0.25216994061215164,0.08565555047967108,2305,0.5461397898583829,0.5363179534033806,0.46162631338510735,2741,1637
0xc17c35c4ded6c31ed1cbca5df606709a09e36a5a,1446,4,2,2,3381669.72636,0.032825226950676765,0.8575380359612724,0.14246196403872752,0.39764868603042874,620,0.4287690179806362,0.4287690179806362,0.4287690179806362,826,620
0x51f63885534cb494f4592a0311551f369bff2b39,8159,65,29,36,5663526.187653,0.030669646905787797,0.8912856967765658,0.10871430322343424,0.17710503738203212,2900,0.3605834048290232,0.3580095599950974,0.293295747027822,3636,4523
0xf9f26df6979e3e9fb3f2e295c30051f7df571090,1849,4,4,0,34979.94912,0.004638091366097447,0.9767441860465116,0.023255813953488372,0.7582477014602488,938,0.5110870740941049,0.5091941590048674,0.0670632774472688,903,946
0x451333eb2f8230cda918db136623da9c26acea0b,10254,156,31,125,3057334.970085,0.06077153509281138,0.7692607762824264,0.23073922371757363,0.07080163838502047,6223,0.6272674078408426,0.6170762629217865,0.47444899551394576,6310,3944
0xee162a5a60829bd346f0c1ac3514b21fe5f4b290,86205,47,19,28,196876721.730876,0.007952032694216044,0.9300156603445275,0.06998433965547242,0.08472826402180848,46853,0.5501769038918857,0.5468418305202715,0.0909692013224291,40086,46119
0x418aa6bf98a2b2bc93779f810330d88cde488888,6031,2,1,1,367393.553,1.0,0.0,1.0,0.8522633062510363,6031,1.0,1.0,0.93566572707677,6031,0
0xa33a4a057334c7811ad5f45f3c4f0dfa3d081ff8,13198,3,2,1,45205684.92212,0.0006908317959080142,0.8842248825579633,0.11577511744203667,0.8526291862403395,8311,0.6312320048492196,0.630474314290044,0.28504318836187303,5835,7363
0x1dd4af3383fce2ee4a40d9fb6766cbfcce2ddbce,37747,36,9,27,44198862.125956,0.09969741216596284,0.9984369618777651,0.0015630381222348797,0.12801017299388032,20435,0.5532625109280208,0.5473150184120592,0.17108644395581105,18903,18844
0xbb828515677729c4db2f790a52cf14b1c659e19f,51873,27,10,17,140861502.266204,0.001202779590280212,0.906560252925414,0.09343974707458601,0.1256723150772078,23012,0.4661191756790623,0.45487054922599424,0.07179071964220307,23513,28360
0xdcac85ecae7148886029c20e661d848a4de99ce2,21511,61,20,41,7202579.986499,0.023550947019118335,0.9993026823485659,0.0006973176514341499,0.06006229371019478,10958,0.5162010134349867,0.5128074008646739,0.2922225837943378,10763,10748
0xfc8c156428a8e48cb8d0356db16e59bec4c0ecea,4184,55,17,38,9915241.060439,0.12357967082474024,0.6897705544933078,0.3102294455066922,0.07743785850860421,3083,0.7390057361376673,0.7379302103250478,0.1505736137667304,1443,2741
0x348e5365acfa48a26ada7da840ca611e29c950ef,45408,42,9,33,138139997.328174,0.058958249276966725,0.9338442565186751,0.06615574348132487,0.12947057787174066,24729,0.5543296335447498,0.5494626497533475,0.20110993657505286,21202,24206
0x2b4a05e0065fc549a6cdd82307733df8982304cd,2351,2,1,1,3193288.71117,0.009889263391542684,0.9153551680136113,0.08464483198638877,0.6405784772437261,1267,0.5801786473840919,0.5595491280306253,0.011909825606125054,1076,1275
0x25c2af0a3b330abe23f1cb8ed702c204509e0cf1,2857,29,18,11,1254983.149031,0.2289038159873364,0.6678333916695834,0.3321666083304165,0.13650682534126707,839,0.2975148757437872,0.29558977948897447,0.25971298564928247,954,1903
0xaa42ef689517296623a8ff40a21eefd921db51ef,4700,137,25,112,1527113.109001,0.2100711624398674,0.7612765957446809,0.23872340425531915,0.07914893617021276,2550,0.5585106382978723,0.550531914893617,0.4723404255319149,2911,1789
0xac7476e14f768e3e67c195e79c2490dd20c70127,30249,50,24,26,40928447.252989,0.06028444667372056,0.9739164931072102,0.026083506892789845,0.1199047902409997,15400,0.5123475156203511,0.5107276273595822,0.26992627855466295,15519,14730
0x1c1083932ea9a1289ad332573c1af99bb6679ff4,2805,139,27,112,908353.114377,0.14000649794020253,0.9532976827094474,0.04670231729055258,0.12941176470588237,1286,0.4834224598930481,0.47094474153297683,0.3664884135472371,1468,1337
0x6da22bdd4ed69704c4912ced8ba988e93e6b0a83,9595,155,31,124,3000572.382636,0.051508634490671154,0.8531526836894215,0.14684731631057843,0.06701406982803544,5633,0.6126107347576863,0.599843668577384,0.4286607608129234,5502,4093
0x644f7170fae9d4d173d9217f03b7a77e22ed98f1,27882,161,32,129,14561529.388644,0.01409812584096409,0.959185137364608,0.04081486263539201,0.03747937737608493,14689,0.5398464959472061,0.5333369198766229,0.05430026540420343,13372,14510
0x6f90d048a511626ba5a6425db17f377826df336a,12106,6,5,1,51475024.110179,2.8554469830920274e-05,0.8668428878242194,0.1331571121757806,0.6576077977862217,6816,0.6082108045597224,0.5856187014703453,0.007599537419461424,5247,6859
0x2ad7672c2990107b8fd8130d896d5bdd2aa4a6b9,6498,10,8,2,7204298.185742,0.0006151623905255595,0.935672514619883,0.06432748538011696,0.47645429362880887,3313,0.5383194829178208,0.5240843336411203,0.055863342566943676,3040,3458
0x40807775adde2aaf026722bd40c05728eb8f0b1c,3214,11,4,7,6351169.519868,0.3825692225532817,0.4897324206596142,0.5102675793403858,0.44492843808338517,2452,0.7650902302426882,0.7640012445550715,0.5205351586807716,787,2427
0xb6bf1eab724da50cc99e9489f4523de277d815b7,3649,132,29,103,1445814.363962,0.09398324669125459,0.842422581529186,0.1575774184708139,0.09317621266100301,2029,0.5864620443957248,0.5712523979172376,0.46588106330501505,2112,1537
0xc08e45a5476582835c7c59a8239c932e5639490c,3409,126,28,98,1412878.179987,0.210389547158082,0.824288647697272,0.17571135230272808,0.12555001466705779,1898,0.5834555588149017,0.5701085362276328,0.43502493399823994,2004,1405
0x98daeaed62a12b1a882f515416d358254f166de1,20387,161,32,129,13625889.976896,0.021844747457722104,0.9190170206504145,0.08098297934958552,0.054838867906018544,13001,0.6615490263403149,0.6496296659636043,0.04610781380291362,9368,11019
0x091144e651b334341eabdbbbfed644ad0100023e,6478,21,3,18,2539425.974706,0.8580921861241807,0.16733559740660697,0.832664402593393,0.3338993516517444,5905,0.9147885149737573,0.9131676443346712,0.8746526705773386,5936,542
0x55f389689b39fdd29d063f8b1aa776666a2dd788,4709,2,2,0,89836.02894,0.0006630475623514353,0.991293268209811,0.008706731790189,0.6453599490337651,2276,0.5160331280526651,0.49968146103206623,0.0033977489912932683,2334,2375
0x6fde95f9f7f7e5402bdaba710baf31bbc150107e,1457,7,6,1,1058757.99289,0.22736750753862825,0.790665751544269,0.20933424845573095,0.2594371997254633,601,0.4124914207275223,0.4124914207275223,0.32944406314344543,881,576
0x8e403d0bea9dbf78fa62d2d980b3322d91250151,1433,9,3,6,587341.481112,0.42802708070275214,0.6182833217027216,0.38171667829727846,0.2212142358688067,1026,0.7159804605722261,0.7159804605722261,0.7006280530355897,990,443
0x056ba834114908fc6093a9206c0c3453ad73d2df,1550,6,3,3,4232483.842471,0.2864961133855311,0.3161290322580645,0.6838709677419355,0.4735483870967742,245,0.15806451612903225,0.15806451612903225,0.15096774193548387,1305,245
0x6a072733f7249e6b794cae88c6d3cc7eb756a93c,3065,1,0,1,2790759.55476,0.015483261087935605,0.7849918433931484,0.21500815660685155,1.0,0,0.6075040783034258,0.3037520391517129,0.0,1203,1862
0xc2c006c07c0d3562ad587a7ee44af2b8d074500d,2578,8,7,1,6680033.946348,0.01936991908981824,0.8952676493405741,0.10473235065942592,0.3064391000775795,1061,0.42746314972847166,0.419511249030256,0.009697439875872769,1424,1154
0xb4321b142b2a03ce20fcab2007ff6990b9acba93,93838,39,7,32,77183621.570579,0.014279362166067537,0.9803917389543682,0.019608261045631833,0.46552569321596793,49408,0.5319593341716575,0.5292418849506597,0.130075236045099,47839,45999
0xb1c517a30cb7cea401a538f6ac8160e75bba65dd,8259,163,31,132,8973843.904169,0.04009582098612619,0.8114783872139484,0.1885216127860516,0.11962707349558058,5831,0.7172781208378738,0.7116478992614117,0.08511926383339387,3351,4908
0x24a126962fe500e557f1019eac2e9bdf92a22f5f,3346,26,11,15,25047717.455443,0.20387680903216587,0.5325762104004782,0.4674237895995218,0.2384937238493724,1689,0.5047818290496114,0.5047818290496114,0.3517632994620442,2455,891
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,3662,1,0,1,61401.25565,1.0,0.0,1.0,1.0,3662,1.0,1.0,1.0,0,3662
0x727956612a8700627451204a3ae26268bd1a1525,10277,17,5,12,12278218.515746,0.0019087611159505466,0.9024034251240635,0.09759657487593655,0.18176510654860367,5587,0.6218740877688042,0.5827576140897149,0.02267198598812883,4637,5640
0x848b6b4307ed911b52b67e9d5c6aa311431de388,3568,29,18,11,1755629.548096,0.14264460049080133,0.8637892376681614,0.13621076233183857,0.16507847533632286,2270,0.663396860986547,0.6498038116591929,0.3780829596412556,1541,2027
0x37dc4d2c58c63a296f720e6ebf1419e83d74a4b3,2237,1,1,0,1027883.63593,0.007580813895290631,0.8278945015645954,0.17210549843540457,1.0,1219,0.5932051855163165,0.5690657130084935,0.022798390701832812,926,1311
0x3408125b89876b5fb0df73fa659b47503e3037bd,7061,151,31,120,2493420.998882,0.17852403978693926,0.9998583770004249,0.000141622999575131,0.07548505877354482,3957,0.5962328282113015,0.5783175187650474,0.35519048293442856,3531,3530
0x0a06ec6754b628be489b2c40bba20c8580392a7b,15207,4,1,3,110605951.539163,0.016493857938368273,0.962451502597488,0.037548497402512,0.43019661997764186,8655,0.570132175971592,0.5696389820477412,0.20260406391793254,7318,7889
0x95ec5e928c0a71815ec6ec148991a5a607b9b88a,1775,1,0,1,511590.20609082,0.20529766223979445,0.8270422535211268,0.17295774647887324,1.0,0,0.4135211267605634,0.2067605633802817,0.0,1041,734
0xee772e29e31b9972e1b683b04944bd9937ac0304,10088,155,31,124,3125824.750721,0.058260292561505354,0.8887787470261697,0.11122125297383029,0.06958762886597938,5901,0.6083465503568596,0.5966494845360825,0.4300158604282316,5605,4483
0xf2f5890897988c4f3c46e9b2b313936674d32b2e,2274,6,2,4,903585.206686,0.18530044625241893,0.7924362357080035,0.2075637642919965,0.31882145998240985,1511,0.6649076517150396,0.6646877748460862,0.5712401055408971,901,1373
0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,7629,2,2,0,83321051.84366,0.0016556460321557594,0.9605452877179185,0.03945471228208153,0.6181675186787259,3580,0.538602700222834,0.5039323633503736,0.0005243151133831433,3664,3965
0x7cc0b0049faddc405da8494ac67737975c757480,7273,9,1,8,4548144.472123,0.3909778022066555,0.5326550254365461,0.46734497456345386,0.612264540079747,1937,0.387735459920253,0.32703148631926304,0.25257802832393783,1937,5336
0x29eb62882a8bd104a64400a2971d0d6881777043,1843,15,5,10,2520398.799027,0.9309005352528997,0.16060770482908301,0.839392295170917,0.3423765599565925,1785,0.9685295713510581,0.9685295713510581,0.9685295713510581,1695,148
0xa1e03bcb1a36da135ca61b86dd1d6da9a9357489,1624,13,7,6,1283722.153758,0.09633872710380441,0.9014778325123153,0.09852216748768473,0.34051724137931033,996,0.6133004926108374,0.6133004926108374,0.5763546798029556,732,892
0xe1502e7ddc88d30ecf94ffaa9c9e779e8e08ae8d,26867,61,27,34,8875335.576791,0.00462593691852772,0.9880522574161611,0.01194774258383891,0.10905571891167604,11352,0.6178955596084416,0.520210667361447,0.04842371682733465,13273,13594
0x7a6d5fc57f6906f337c48fe2763c3a501304f79c,1722,4,1,3,1883905.73138,0.2816483908307478,0.4355400696864111,0.5644599303135889,0.5452961672473867,375,0.21777003484320556,0.21777003484320556,0.20847851335656215,375,1347
0x5fb096e3fe7da58aebb47d73cafaf039a1800661,2215,134,26,108,785077.714939,0.18417759137671463,0.8966139954853273,0.10338600451467268,0.11151241534988714,1043,0.5006772009029345,0.4857787810383747,0.41128668171557564,1222,993
0xfd33c784acd820bb892e6157583d7f704fdaf2f7,6832,141,29,112,2108750.04719,0.17375921390316665,0.8041569086651054,0.1958430913348946,0.07728337236533958,3698,0.5535714285714286,0.547423887587822,0.45140515222482436,4085,2747
0x2db6f50126cf628c138de573a13ca3fcd2e22ed4,6567,144,27,117,2146525.774037,0.26709999986942495,0.7035175879396985,0.2964824120603015,0.06974265265722553,3602,0.559616263133851,0.5540581696360591,0.5058626465661642,4257,2310
0x9217a5ae00415f38a71fc4361624d7422b53b895,1654,15,3,12,154473.981623,0.03245756898554284,0.9685610640870617,0.03143893591293833,0.2551390568319226,871,0.526602176541717,0.526602176541717,0.35066505441354295,801,853
0xb4d6fe0f1504a55c65a986ef55b9148a6f0dae7a,2071,1,1,0,1999605.6137,3.18392284777571e-05,0.9425398358281024,0.057460164171897636,1.0,794,0.5712216320618059,0.47730564944471265,0.0,976,1095
0xc5ed4501500fcbfb2b88fb7f0aa52f834ed44346,9255,9,2,7,8906265.61814,0.0009811279389873955,0.9028633171258779,0.0971366828741221,0.6142625607779578,3840,0.5480280929227445,0.4814694759589411,0.00864397622906537,4178,5077
0xe13c095580cf6fcb9c087308668062b76b4939e2,12217,6,2,4,13797905.751758,0.0006140970085203269,0.9332896783170991,0.06671032168290088,0.29778177948759926,5937,0.6062863223377262,0.5461242530899566,0.022673324056642383,5701,6516
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,7071,2,2,0,208976292.25203,0.019215763795287607,0.6044406731721115,0.3955593268278886,0.8410408711639089,2137,0.30222033658605574,0.30222033658605574,0.22599349455522558,4934,2137
0x4a1b3580f7ac72bc54175f05b76092eeb7a266aa,9272,3,3,0,100682595.40022,0.0030502745543976007,0.973037100949094,0.026962899050905955,0.548748921484038,4942,0.5767903364969802,0.5548964624676445,0.0010785159620362382,4511,4761
0x223537ac9a856c31f4043e86ced86bb29f06653e,12321,14,4,10,9798262.726738,0.00446155464587686,0.8885642399155913,0.11143576008440874,0.14000486973459947,6488,0.6225144062981901,0.5745475204934665,0.04707410112815518,5474,6847
0xa880d6cc607a05ea617307ab3b0d335e8d8424ee,4224,3,3,0,56684694.68309,0.015462401925426075,0.9379734848484849,0.06202651515151515,0.46898674242424243,2379,0.6060606060606061,0.5846354166666667,0.006865530303030303,1981,2243
0xb2b1d1a7a034d9209a627e754ebb8d24988ca23a,5695,51,14,37,13601977.131506,0.15773854652337926,0.7452151009657595,0.25478489903424056,0.15013169446883232,3446,0.6384547848990343,0.6217734855136084,0.2626865671641791,2122,3573
0x440888714a6afed60ff44e9975a96e6a36f7fac4,3086,3,2,1,4099073.156147,0.15627618029953194,0.9630589760207389,0.03694102397926118,0.4695398574206092,1486,0.48152948801036943,0.48152948801036943,0.28353856124432925,1600,1486
0x492322b1fca1ab301a103b716a243b20cb3001aa,3112,3,3,0,875423.38413,0.0009241667342528496,0.8746786632390745,0.12532133676092544,0.5880462724935732,1268,0.4158097686375321,0.4116323907455013,0.0009640102827763496,1751,1361
0x38f96bba487a628d2a84afc3fe5c7d77eb07cb04,3862,3,1,2,16605665.45087,0.038120818301613735,0.9010875194199897,0.09891248058001036,0.8130502330398757,1816,0.47307094769549457,0.4716468151216986,0.20429829104091143,1740,2122
0xc462100b6907393884947a29c7b32778dc465d75,7985,149,32,117,3040727.031398,0.0897732855331302,0.9219787100814026,0.07802128991859737,0.08465873512836569,4729,0.6252974326862868,0.6087664370695054,0.4161552911709455,4304,3681
0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,14949,1,1,0,401649119.04509,0.021854367990097812,0.9624724061810155,0.037527593818984545,1.0,8279,0.5605057194461168,0.5571610141146566,0.0089638102883136,7755,7194
0x52fef6c616763f52c1acbe4e85ff9d994cc310b3,1364,13,8,5,1029457.822668,0.0352468749986875,0.9882697947214076,0.011730205278592375,0.2221407624633431,709,0.5197947214076246,0.5197947214076246,0.39296187683284456,690,674
0xe9d199fd55a2560e3193f330e017192316ecd2d3,7641,2,1,1,49572347.90254,0.043821594199872325,0.7289621777254286,0.2710378222745714,0.7090694935217904,4365,0.572569035466562,0.5719146708546001,0.30283994241591417,2785,4856
